satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Disloyal Customer,45,Business travel,Business,3428,5,5,3,3,5,5,3,4,4,5,3,2,5,3,0,0
neutral or dissatisfied,Loyal Customer,30,Business travel,Eco,2241,4,3,5,2,2,4,4,3,4,2,4,3,2,3,8,9
satisfied,Loyal Customer,68,Business travel,Business,2004,5,3,4,3,4,3,5,5,3,4,5,5,5,4,12,17
neutral or dissatisfied,Disloyal Customer,30,Business travel,Eco,2905,2,1,3,3,3,3,2,3,1,0,3,1,1,2,134,139
satisfied,Disloyal Customer,33,Personal Travel,Eco,1754,1,5,0,4,2,2,3,1,2,2,2,2,2,2,0,0
satisfied,Disloyal Customer,36,Personal Travel,Eco Plus,767,2,4,2,5,3,3,3,3,3,4,2,2,3,3,5,4
satisfied,Loyal Customer,41,Business travel,Eco Plus,3236,4,4,5,3,2,3,4,5,4,5,5,4,4,2,49,54
satisfied,Loyal Customer,57,Business travel,Business,567,4,4,3,3,2,4,4,4,3,5,4,5,4,4,31,50
neutral or dissatisfied,Disloyal Customer,45,Business travel,Eco,2332,2,4,3,4,3,4,2,3,4,2,4,2,2,4,0,0
satisfied,Loyal Customer,22,Business travel,Business,4983,5,3,3,4,4,3,4,5,5,5,4,5,5,4,0,4
satisfied,Loyal Customer,37,Business travel,Business,2100,5,3,5,3,2,2,4,4,3,5,4,3,5,5,43,28
neutral or dissatisfied,Disloyal Customer,50,Business travel,Business,2222,5,4,4,3,2,5,3,4,4,4,3,4,3,2,0,23
neutral or dissatisfied,Loyal Customer,25,Personal Travel,Eco,536,3,4,4,1,3,4,3,3,5,2,2,3,2,3,0,9
neutral or dissatisfied,Disloyal Customer,41,Business travel,Eco Plus,262,4,4,1,3,3,3,1,2,2,3,3,2,1,1,41,25
satisfied,Loyal Customer,49,Personal Travel,Eco,723,3,4,1,3,2,3,4,4,3,3,3,3,3,3,0,0
satisfied,Loyal Customer,42,Business travel,Eco,4727,3,3,1,4,2,3,3,2,3,2,2,2,1,2,79,91
satisfied,Loyal Customer,41,Business travel,Business,4935,4,3,4,2,3,3,5,3,5,4,5,5,5,4,1,0
neutral or dissatisfied,Disloyal Customer,15,Personal Travel,Eco,314,2,5,2,4,1,1,2,1,2,0,2,2,3,3,14,11
satisfied,Loyal Customer,42,Business travel,Eco Plus,2284,4,4,3,3,2,4,4,4,5,5,3,4,3,5,0,21
satisfied,Loyal Customer,49,Business travel,Business,894,4,5,4,4,3,3,4,5,3,5,5,5,3,5,1,3
satisfied,Loyal Customer,54,Business travel,Business,2146,4,4,4,2,4,4,5,5,5,5,5,5,4,4,0,0
satisfied,Loyal Customer,37,Business travel,Business,4609,5,4,4,2,5,5,5,5,4,5,5,4,5,4,0,0
neutral or dissatisfied,Loyal Customer,19,Personal Travel,Business,1591,2,3,1,4,3,3,3,1,4,4,2,4,3,2,249,256
satisfied,Disloyal Customer,54,Personal Travel,Business,1060,2,4,3,2,2,4,3,5,3,5,4,4,3,5,0,11
neutral or dissatisfied,Loyal Customer,37,Personal Travel,Eco,1160,2,1,3,2,4,4,1,2,3,1,2,4,2,2,99,109
satisfied,Loyal Customer,46,Business travel,Business,2283,5,4,4,2,5,4,4,4,4,5,5,5,5,5,0,9
neutral or dissatisfied,Disloyal Customer,24,Business travel,Business,1236,1,4,4,2,2,3,2,3,3,4,4,5,5,4,0,0
satisfied,Loyal Customer,35,Business travel,Business,841,4,2,5,3,5,5,5,4,5,5,5,4,5,3,0,7
neutral or dissatisfied,Loyal Customer,18,Business travel,Business,3244,5,5,2,0,3,4,5,5,5,4,4,4,5,4,0,12
satisfied,Loyal Customer,53,Personal Travel,Eco,417,1,3,2,3,4,1,4,5,3,2,3,3,3,4,21,27
satisfied,Loyal Customer,39,Personal Travel,Eco,936,3,4,4,5,2,1,3,4,4,4,4,3,2,4,0,0
neutral or dissatisfied,Loyal Customer,24,Personal Travel,Business,713,4,3,4,2,3,3,5,4,4,5,5,5,4,4,0,0
satisfied,Loyal Customer,43,Business travel,Business,1292,4,3,5,4,4,4,4,4,4,5,4,5,4,4,0,3
satisfied,Loyal Customer,66,Personal Travel,Business,1572,4,3,5,3,3,5,5,4,5,5,5,2,3,4,0,12
neutral or dissatisfied,Disloyal Customer,9,Personal Travel,Eco Plus,624,4,2,3,3,4,2,2,0,3,3,3,2,2,1,21,26
satisfied,Loyal Customer,15,Personal Travel,Eco,199,2,5,4,4,0,3,4,2,3,2,4,4,4,3,0,8
satisfied,Loyal Customer,56,Business travel,Business,4983,4,3,4,2,5,5,5,5,2,4,4,4,4,4,0,18
satisfied,Loyal Customer,17,Personal Travel,Business,2281,3,3,5,3,5,5,5,5,5,4,3,4,4,5,0,0
neutral or dissatisfied,Loyal Customer,31,Business travel,Eco Plus,4983,4,2,4,2,3,4,3,4,3,4,5,4,3,3,0,0
satisfied,Loyal Customer,51,Business travel,Business,1023,5,5,5,3,4,5,3,3,5,5,4,4,3,4,0,1
satisfied,Loyal Customer,33,Business travel,Eco Plus,2186,3,3,4,3,4,5,4,4,2,4,3,5,4,3,0,3
satisfied,Loyal Customer,54,Business travel,Eco Plus,1082,4,2,3,3,4,4,4,4,3,4,4,4,3,5,0,4
satisfied,Loyal Customer,31,Personal Travel,Eco,416,1,3,2,5,3,2,3,2,4,4,3,5,2,5,27,9
satisfied,Loyal Customer,54,Business travel,Eco Plus,3626,3,4,4,4,3,2,5,3,5,5,4,5,5,4,0,0
neutral or dissatisfied,Loyal Customer,44,Business travel,Eco,4983,3,4,3,1,2,2,4,3,2,2,5,4,3,3,0,18
satisfied,Loyal Customer,34,Business travel,Business,2404,2,4,2,2,1,5,4,4,4,4,4,5,5,4,47,43
neutral or dissatisfied,Disloyal Customer,38,Personal Travel,Business,638,3,3,3,4,2,3,3,4,4,5,3,3,4,5,0,0
neutral or dissatisfied,Disloyal Customer,36,Business travel,Eco,1085,3,4,3,3,2,4,2,3,2,3,2,2,1,2,0,0
satisfied,Disloyal Customer,57,Personal Travel,Eco,1740,4,3,2,5,2,5,2,3,2,1,3,4,2,2,0,3
neutral or dissatisfied,Disloyal Customer,34,Business travel,Business,3919,3,3,5,2,3,4,4,5,3,5,3,2,4,2,19,28
neutral or dissatisfied,Loyal Customer,30,Business travel,Eco,473,3,2,3,4,4,4,3,2,2,4,3,5,4,2,0,0
neutral or dissatisfied,Disloyal Customer,21,Personal Travel,Eco,668,2,4,3,4,1,3,2,2,1,3,2,2,2,2,4,4
neutral or dissatisfied,Loyal Customer,57,Personal Travel,Eco,2537,3,3,3,5,3,4,4,2,4,3,4,3,3,4,0,1
neutral or dissatisfied,Loyal Customer,7,Personal Travel,Eco Plus,642,2,5,1,4,4,5,2,4,3,4,4,4,3,4,0,4
satisfied,Loyal Customer,18,Business travel,Eco Plus,1112,4,3,2,2,5,3,2,3,3,2,3,3,4,3,0,0
satisfied,Loyal Customer,41,Business travel,Business,4983,3,3,4,3,4,3,5,5,5,5,4,5,4,5,0,0
satisfied,Disloyal Customer,34,Personal Travel,Eco Plus,927,3,4,2,3,4,2,2,3,3,2,3,3,2,3,0,0
satisfied,Disloyal Customer,49,Personal Travel,Eco,2461,3,5,2,4,2,2,2,3,3,3,1,2,2,4,0,5
satisfied,Loyal Customer,7,Personal Travel,Eco,4500,3,5,1,3,2,4,4,3,4,2,4,3,5,4,18,22
neutral or dissatisfied,Loyal Customer,31,Business travel,Eco,4983,4,4,2,4,1,2,2,4,2,3,3,3,1,3,58,56
satisfied,Loyal Customer,59,Business travel,Business,1666,4,2,5,4,4,4,4,3,4,5,4,5,4,4,0,0
satisfied,Loyal Customer,40,Business travel,Business,472,4,2,5,3,3,5,4,5,3,4,3,4,5,5,0,3
satisfied,Loyal Customer,34,Business travel,Business,1532,4,4,4,5,3,5,4,4,5,5,3,5,5,5,7,6
neutral or dissatisfied,Disloyal Customer,50,Business travel,Eco,2852,3,4,2,4,3,3,2,3,2,2,2,2,4,1,0,0
neutral or dissatisfied,Loyal Customer,43,Personal Travel,Eco,465,3,2,3,3,5,4,3,2,4,3,3,1,3,3,26,38
satisfied,Loyal Customer,28,Business travel,Eco Plus,2020,5,3,3,3,3,3,4,5,5,4,4,4,4,4,0,28
satisfied,Loyal Customer,35,Business travel,Business,4076,5,3,4,4,5,4,5,5,4,5,5,5,3,3,37,34
satisfied,Loyal Customer,60,Business travel,Eco,1621,2,3,2,4,5,4,3,4,3,3,4,2,2,3,17,39
neutral or dissatisfied,Loyal Customer,41,Business travel,Eco,909,4,3,3,0,3,2,3,3,3,2,3,3,3,2,0,0
satisfied,Disloyal Customer,54,Personal Travel,Business,860,4,4,4,1,3,4,4,3,3,5,4,3,4,4,1,15
satisfied,Loyal Customer,33,Personal Travel,Eco Plus,218,4,3,4,3,4,3,4,5,3,4,4,4,3,4,0,0
satisfied,Loyal Customer,25,Business travel,Business,2077,5,4,4,5,4,3,5,3,5,5,4,5,4,4,11,10
satisfied,Loyal Customer,36,Business travel,Business,660,2,4,5,3,4,5,5,4,5,4,4,5,5,5,0,2
neutral or dissatisfied,Loyal Customer,39,Personal Travel,Eco Plus,635,3,2,2,2,4,5,4,5,4,4,4,4,4,3,0,0
satisfied,Loyal Customer,52,Personal Travel,Eco,686,2,4,3,5,1,3,3,3,3,1,3,3,3,3,9,0
satisfied,Loyal Customer,8,Personal Travel,Eco Plus,735,4,3,3,2,2,3,3,5,3,2,4,4,5,4,0,0
satisfied,Loyal Customer,50,Business travel,Business,700,5,4,3,3,4,4,5,5,4,4,4,5,4,5,0,0
satisfied,Loyal Customer,40,Business travel,Eco,2186,4,3,3,4,2,4,3,3,3,3,3,5,4,3,0,0
satisfied,Loyal Customer,47,Business travel,Business,4162,4,4,4,3,4,5,3,2,4,3,4,4,5,5,6,16
satisfied,Loyal Customer,18,Business travel,Business,2578,3,4,4,5,4,4,3,5,4,5,3,3,5,4,0,0
satisfied,Disloyal Customer,25,Personal Travel,Business,1796,4,4,4,5,2,5,3,3,3,5,3,5,4,5,0,11
satisfied,Loyal Customer,40,Business travel,Eco Plus,1479,5,5,1,3,4,3,4,3,4,4,4,4,3,3,21,3
satisfied,Loyal Customer,38,Business travel,Eco Plus,4416,2,5,3,4,4,5,4,4,4,3,3,3,4,3,0,13
satisfied,Loyal Customer,54,Business travel,Business,884,4,4,4,2,4,4,5,3,5,4,4,5,5,3,29,17
satisfied,Loyal Customer,63,Business travel,Business,3545,4,4,4,3,4,5,5,5,5,4,4,3,5,5,0,0
neutral or dissatisfied,Disloyal Customer,21,Personal Travel,Eco,255,2,4,2,3,1,3,2,1,1,2,0,3,4,2,0,0
neutral or dissatisfied,Disloyal Customer,31,Business travel,Eco,3633,2,5,2,2,3,4,2,3,2,3,2,4,3,1,0,0
satisfied,Loyal Customer,34,Business travel,Eco,1140,3,3,2,5,3,3,4,3,2,2,3,4,4,3,0,9
neutral or dissatisfied,Loyal Customer,42,Business travel,Eco,1637,4,2,3,4,4,5,2,3,4,2,3,4,4,5,0,0
neutral or dissatisfied,Loyal Customer,51,Personal Travel,Eco,2105,4,2,3,4,2,3,3,4,3,1,2,3,4,2,21,31
satisfied,Loyal Customer,28,Personal Travel,Eco Plus,968,3,2,3,4,2,4,4,4,4,5,3,3,3,4,15,18
neutral or dissatisfied,Disloyal Customer,31,Business travel,Eco Plus,3296,3,4,4,5,1,5,2,2,2,3,3,4,3,2,0,0
satisfied,Loyal Customer,33,Personal Travel,Eco,587,3,2,3,3,3,2,4,4,3,3,3,4,5,3,0,3
satisfied,Disloyal Customer,40,Business travel,Business,2143,3,4,5,2,4,3,3,4,4,4,4,5,5,4,0,5
satisfied,Loyal Customer,44,Business travel,Business,2765,5,5,5,3,4,5,5,5,4,5,3,4,4,5,0,3
neutral or dissatisfied,Disloyal Customer,41,Business travel,Eco Plus,710,2,4,4,3,1,5,4,3,2,4,2,2,3,2,0,6
neutral or dissatisfied,Disloyal Customer,74,Business travel,Eco,2326,2,2,2,2,2,4,2,5,2,3,3,2,2,4,8,0
neutral or dissatisfied,Loyal Customer,37,Business travel,Business,2482,3,3,4,2,5,3,3,2,2,3,3,4,4,2,339,349
satisfied,Loyal Customer,54,Business travel,Business,1970,5,3,3,3,5,4,5,4,5,4,4,4,5,5,0,0
satisfied,Disloyal Customer,44,Business travel,Business,993,2,2,3,3,5,2,4,4,3,4,5,4,4,5,16,11
satisfied,Loyal Customer,22,Business travel,Eco Plus,2897,4,3,4,2,5,4,5,4,4,2,5,4,3,3,22,14
satisfied,Loyal Customer,47,Business travel,Business,1331,5,4,3,3,4,5,4,5,5,4,3,4,3,4,11,0
neutral or dissatisfied,Loyal Customer,50,Personal Travel,Eco,645,2,4,2,3,0,3,4,2,2,3,3,3,4,2,0,16
neutral or dissatisfied,Disloyal Customer,26,Personal Travel,Eco,1687,3,3,3,2,2,1,2,2,3,3,4,3,3,1,13,0
satisfied,Loyal Customer,41,Business travel,Business,1295,4,3,5,4,5,4,4,5,3,5,5,5,4,5,0,0
satisfied,Loyal Customer,53,Business travel,Business,1173,5,4,5,4,5,4,5,4,4,4,3,5,3,4,0,18
satisfied,Loyal Customer,15,Personal Travel,Eco Plus,771,5,4,3,5,4,2,4,3,4,5,4,4,4,4,11,22
neutral or dissatisfied,Disloyal Customer,28,Business travel,Business,2000,4,4,3,4,3,4,2,3,3,4,3,4,3,3,0,9
neutral or dissatisfied,Disloyal Customer,18,Business travel,Eco,2234,2,4,2,2,4,4,2,2,3,3,4,3,3,2,0,8
neutral or dissatisfied,Loyal Customer,35,Personal Travel,Eco Plus,1028,3,4,3,3,2,3,4,2,3,3,3,5,4,5,0,6
satisfied,Loyal Customer,40,Business travel,Business,1175,5,5,5,4,4,2,5,3,4,4,4,4,4,4,0,7
satisfied,Loyal Customer,37,Business travel,Business,1886,3,2,3,4,5,3,4,4,5,3,5,4,5,4,0,0
satisfied,Loyal Customer,60,Business travel,Business,1051,5,3,4,1,5,5,4,5,3,4,5,3,4,5,0,1
satisfied,Loyal Customer,22,Personal Travel,Eco,511,3,3,3,4,1,4,3,3,3,2,4,3,3,4,0,0
neutral or dissatisfied,Loyal Customer,37,Personal Travel,Eco,627,2,3,2,3,2,4,3,1,3,2,3,3,3,3,0,2
neutral or dissatisfied,Disloyal Customer,64,Personal Travel,Business,474,5,3,3,3,2,3,1,4,2,5,3,3,3,3,40,39
satisfied,Loyal Customer,43,Business travel,Business,3944,5,5,3,3,5,4,4,4,5,5,5,3,4,4,0,0
satisfied,Loyal Customer,50,Business travel,Business,2740,5,2,5,2,4,4,3,4,5,3,4,4,3,5,0,0
satisfied,Loyal Customer,40,Business travel,Eco Plus,1174,4,2,4,3,3,3,4,4,3,4,2,3,3,4,2,0
neutral or dissatisfied,Disloyal Customer,45,Business travel,Eco,1677,3,4,2,3,3,2,4,3,2,1,1,2,2,2,5,0
satisfied,Loyal Customer,23,Business travel,Business,1060,4,3,4,2,3,4,3,4,4,5,5,4,4,4,0,10
satisfied,Loyal Customer,29,Personal Travel,Eco Plus,742,2,3,5,2,4,4,5,4,4,4,3,5,5,4,0,3
satisfied,Loyal Customer,25,Personal Travel,Eco,540,2,3,2,4,3,1,3,3,3,1,2,2,1,1,86,71
satisfied,Loyal Customer,20,Personal Travel,Eco,452,3,3,4,2,2,1,4,2,5,2,3,3,3,3,0,1
neutral or dissatisfied,Loyal Customer,20,Business travel,Business,2257,5,4,5,3,3,5,5,3,5,4,4,5,3,5,0,3
satisfied,Loyal Customer,50,Business travel,Eco,2929,3,3,3,3,1,0,3,4,2,3,5,3,4,3,31,41
neutral or dissatisfied,Loyal Customer,14,Personal Travel,Eco,637,2,4,3,3,3,3,3,3,2,3,2,5,3,1,0,0
neutral or dissatisfied,Loyal Customer,36,Personal Travel,Eco,794,3,5,3,4,3,1,3,4,3,2,3,2,5,3,0,0
satisfied,Loyal Customer,23,Personal Travel,Eco,915,1,4,3,3,4,2,2,3,4,4,3,2,4,4,0,0
neutral or dissatisfied,Disloyal Customer,31,Personal Travel,Eco Plus,615,4,4,4,3,1,3,2,0,3,4,3,3,3,2,0,0
satisfied,Loyal Customer,65,Personal Travel,Eco,402,3,4,3,4,4,3,3,3,2,3,3,2,2,4,13,1
satisfied,Disloyal Customer,32,Business travel,Business,1254,4,4,2,3,2,3,2,4,4,4,3,3,3,3,0,0
neutral or dissatisfied,Loyal Customer,40,Business travel,Eco,920,3,4,4,3,3,4,3,2,4,3,3,3,3,3,0,0
satisfied,Loyal Customer,29,Business travel,Eco,3816,3,4,4,5,4,4,3,3,3,2,4,4,3,3,0,0
satisfied,Loyal Customer,51,Personal Travel,Business,578,5,1,3,3,5,4,4,5,3,4,4,5,3,4,0,2
neutral or dissatisfied,Disloyal Customer,44,Business travel,Business,2606,3,2,3,3,4,3,3,3,4,3,3,3,3,3,53,46
satisfied,Loyal Customer,43,Business travel,Business,4535,4,4,5,4,3,4,4,5,5,5,3,4,3,4,0,16
satisfied,Disloyal Customer,60,Business travel,Eco,1514,3,3,4,4,3,3,2,5,3,2,4,2,2,3,0,0
neutral or dissatisfied,Loyal Customer,28,Personal Travel,Eco,1570,4,2,3,3,2,2,3,5,5,3,3,3,2,3,0,5
neutral or dissatisfied,Loyal Customer,7,Personal Travel,Eco Plus,1766,4,2,4,3,3,4,4,5,2,5,4,4,4,4,1,0
satisfied,Disloyal Customer,54,Personal Travel,Eco,541,2,4,2,2,0,2,1,3,4,2,3,3,1,2,5,11
satisfied,Loyal Customer,7,Personal Travel,Business,776,5,3,4,4,5,5,4,3,5,4,4,4,4,5,0,0
neutral or dissatisfied,Disloyal Customer,51,Business travel,Business,4983,3,2,2,3,4,5,3,2,5,3,2,4,1,1,48,53
neutral or dissatisfied,Loyal Customer,23,Business travel,Eco,1463,3,3,2,0,1,4,2,4,4,3,5,5,4,4,0,9
satisfied,Disloyal Customer,34,Business travel,Business,1097,5,2,3,3,4,1,2,2,3,5,3,2,3,2,0,17
neutral or dissatisfied,Loyal Customer,19,Personal Travel,Eco Plus,798,4,2,0,4,3,4,4,3,2,3,2,2,2,4,0,5
satisfied,Disloyal Customer,42,Business travel,Business,2047,4,2,4,3,3,3,3,4,4,3,3,3,4,4,1,9
neutral or dissatisfied,Disloyal Customer,41,Business travel,Business,1457,3,3,3,3,1,3,4,3,4,3,4,4,5,2,0,0
satisfied,Disloyal Customer,25,Business travel,Business,4983,4,3,5,4,4,3,3,3,2,4,4,5,4,3,0,0
neutral or dissatisfied,Loyal Customer,52,Business travel,Business,1590,5,3,4,1,2,3,5,5,4,2,4,4,3,4,0,1
satisfied,Disloyal Customer,29,Business travel,Business,694,3,5,4,4,4,4,3,5,3,4,3,3,4,4,0,5
satisfied,Loyal Customer,38,Business travel,Business,3782,5,4,3,3,4,3,4,4,5,5,3,5,4,3,0,0
satisfied,Loyal Customer,45,Business travel,Business,1388,3,3,4,2,3,4,4,5,4,4,4,4,4,5,13,26
satisfied,Loyal Customer,37,Business travel,Eco,947,3,3,4,4,2,4,2,3,4,3,3,4,4,3,0,0
satisfied,Loyal Customer,45,Business travel,Eco Plus,1251,5,1,5,5,3,4,3,4,5,4,3,3,3,4,0,10
neutral or dissatisfied,Loyal Customer,19,Personal Travel,Eco,576,2,5,2,3,4,3,3,3,4,3,4,5,3,3,0,0
satisfied,Loyal Customer,52,Personal Travel,Business,327,3,4,3,4,3,3,4,2,3,4,3,4,5,3,56,63
satisfied,Loyal Customer,38,Personal Travel,Eco Plus,1854,4,3,3,5,5,3,3,3,5,3,4,2,2,3,0,0
satisfied,Disloyal Customer,51,Business travel,Eco Plus,694,1,2,3,2,2,4,4,4,4,4,3,2,3,2,6,22
neutral or dissatisfied,Disloyal Customer,46,Personal Travel,Eco,489,2,5,1,3,1,1,2,2,3,2,2,1,3,3,22,33
neutral or dissatisfied,Disloyal Customer,57,Personal Travel,Eco Plus,545,2,3,3,2,3,3,3,2,2,3,2,5,3,2,0,0
satisfied,Loyal Customer,46,Business travel,Business,270,5,4,4,2,3,3,4,4,3,5,5,4,4,5,0,0
neutral or dissatisfied,Disloyal Customer,31,Business travel,Business,1746,5,4,3,4,4,2,3,4,5,4,3,3,2,3,23,26
neutral or dissatisfied,Disloyal Customer,36,Business travel,Business,1099,2,4,2,1,2,1,3,2,3,2,3,3,3,2,118,124
satisfied,Loyal Customer,24,Personal Travel,Eco,425,3,2,3,3,3,3,3,4,3,2,4,3,3,3,45,35
satisfied,Loyal Customer,21,Personal Travel,Eco Plus,1906,2,4,5,3,2,3,3,2,4,3,4,4,4,3,0,9
satisfied,Loyal Customer,40,Business travel,Eco,1279,2,4,3,5,3,4,4,2,4,4,3,3,4,4,0,2
satisfied,Loyal Customer,53,Business travel,Business,2844,4,2,4,5,2,4,2,5,4,4,4,5,3,2,0,17
satisfied,Loyal Customer,41,Business travel,Business,1370,4,3,4,3,3,3,2,4,4,5,2,5,3,4,13,2
satisfied,Disloyal Customer,30,Business travel,Business,2893,5,4,3,3,4,5,4,3,4,3,4,3,5,4,0,7
neutral or dissatisfied,Disloyal Customer,15,Personal Travel,Business,444,2,5,3,5,4,3,4,3,5,4,4,2,3,2,0,18
satisfied,Loyal Customer,54,Business travel,Business,1510,5,3,5,1,4,5,4,5,5,4,5,5,5,4,0,11
neutral or dissatisfied,Loyal Customer,57,Business travel,Business,4983,4,3,5,4,4,3,4,4,3,5,5,3,5,3,0,7
satisfied,Disloyal Customer,33,Business travel,Business,729,5,4,2,4,5,3,4,4,4,2,3,2,3,3,14,6
neutral or dissatisfied,Loyal Customer,37,Business travel,Business,1169,3,3,2,4,5,1,4,4,4,3,2,3,4,2,85,82
neutral or dissatisfied,Disloyal Customer,42,Business travel,Eco Plus,1867,4,4,2,3,4,5,2,2,3,3,4,3,3,4,2,18
neutral or dissatisfied,Disloyal Customer,21,Business travel,Business,3688,5,4,2,4,3,5,3,3,4,4,5,2,4,5,0,0
satisfied,Loyal Customer,31,Personal Travel,Business,437,5,3,5,2,3,4,4,3,4,4,4,4,5,5,0,0
neutral or dissatisfied,Disloyal Customer,41,Personal Travel,Eco,703,1,2,3,3,2,3,1,1,2,4,3,1,3,3,0,0
neutral or dissatisfied,Loyal Customer,43,Business travel,Business,3148,4,2,5,2,3,4,5,4,4,4,5,4,4,4,0,10
satisfied,Loyal Customer,36,Business travel,Business,4983,5,3,5,5,4,5,5,5,4,4,5,5,5,3,1,5
neutral or dissatisfied,Disloyal Customer,42,Business travel,Eco,593,2,2,4,3,1,4,2,3,3,3,3,2,3,3,41,49
neutral or dissatisfied,Disloyal Customer,56,Personal Travel,Eco,284,2,4,3,1,2,2,3,2,1,0,3,4,2,2,10,10
satisfied,Loyal Customer,34,Business travel,Eco,1289,3,3,4,2,4,4,5,4,3,3,2,4,3,3,1,5
neutral or dissatisfied,Loyal Customer,7,Personal Travel,Eco,1631,3,3,2,3,2,4,3,2,3,3,4,2,2,3,0,0
satisfied,Loyal Customer,25,Business travel,Business,2070,5,3,5,4,4,5,4,3,5,4,5,5,4,4,0,0
satisfied,Loyal Customer,18,Business travel,Eco,515,3,3,4,5,5,3,4,5,4,3,4,4,3,4,0,7
neutral or dissatisfied,Disloyal Customer,28,Business travel,Business,4983,2,3,2,2,3,3,3,5,4,5,2,4,3,2,21,26
neutral or dissatisfied,Loyal Customer,60,Personal Travel,Eco Plus,1090,3,2,1,2,1,2,3,2,3,2,3,4,3,2,90,107
satisfied,Disloyal Customer,7,Personal Travel,Eco,238,1,4,3,2,3,2,3,4,3,2,3,1,3,3,0,0
satisfied,Loyal Customer,33,Business travel,Business,4983,5,3,5,1,3,5,4,5,3,4,4,5,3,4,36,40
neutral or dissatisfied,Disloyal Customer,25,Personal Travel,Eco,721,1,3,2,3,4,1,1,2,3,2,2,3,1,2,30,46
neutral or dissatisfied,Disloyal Customer,18,Business travel,Eco,3110,1,3,1,2,4,3,2,4,1,1,2,3,2,4,0,26
satisfied,Loyal Customer,36,Personal Travel,Eco Plus,1779,4,3,3,4,1,3,4,5,4,3,3,4,3,4,0,0
satisfied,Loyal Customer,51,Business travel,Business,2401,4,2,4,2,4,3,4,5,5,5,4,5,5,5,5,3
satisfied,Loyal Customer,37,Personal Travel,Eco,2816,3,4,4,4,4,4,3,1,4,3,3,3,3,4,46,45
satisfied,Loyal Customer,36,Personal Travel,Eco,212,4,2,4,2,2,2,1,5,3,2,3,2,2,2,46,42
satisfied,Loyal Customer,31,Business travel,Business,3168,3,3,5,3,4,5,4,5,5,4,4,5,3,5,0,11
satisfied,Loyal Customer,34,Business travel,Business,2261,4,4,4,3,5,3,4,3,4,5,3,5,4,4,0,0
satisfied,Disloyal Customer,34,Business travel,Business,872,3,5,5,3,4,3,4,4,4,5,4,2,4,2,0,0
neutral or dissatisfied,Loyal Customer,27,Personal Travel,Eco,3574,2,3,3,3,3,4,2,2,1,2,1,4,4,4,100,107
satisfied,Loyal Customer,56,Business travel,Eco,2612,2,3,4,4,4,2,5,3,3,4,3,5,2,4,0,0
neutral or dissatisfied,Disloyal Customer,36,Business travel,Business,2918,4,3,5,2,3,5,4,3,3,3,4,4,5,2,33,26
neutral or dissatisfied,Disloyal Customer,39,Business travel,Business,2382,5,5,2,4,4,4,2,3,4,3,5,4,4,3,0,0
neutral or dissatisfied,Loyal Customer,30,Personal Travel,Eco,4500,1,1,3,3,0,3,3,3,3,3,3,3,1,3,74,80
satisfied,Loyal Customer,27,Business travel,Eco,1428,4,3,2,4,3,1,3,4,4,4,3,4,4,3,0,5
neutral or dissatisfied,Loyal Customer,23,Personal Travel,Eco,3454,2,3,3,5,4,5,3,2,3,2,3,4,4,4,0,17
satisfied,Loyal Customer,36,Personal Travel,Eco Plus,2557,5,3,4,4,3,5,2,5,3,4,4,3,3,3,0,0
neutral or dissatisfied,Loyal Customer,39,Personal Travel,Eco,2586,5,2,3,2,4,4,5,3,2,3,5,4,3,3,0,5
satisfied,Loyal Customer,52,Business travel,Business,4876,5,3,3,3,3,4,4,5,4,5,4,3,5,3,0,0
neutral or dissatisfied,Loyal Customer,25,Personal Travel,Eco,333,2,2,3,3,4,3,1,3,3,3,3,3,3,4,0,0
satisfied,Loyal Customer,31,Personal Travel,Eco,1073,2,5,2,2,2,3,2,2,3,2,2,2,3,4,0,0
satisfied,Loyal Customer,39,Business travel,Business,1898,4,4,3,3,2,4,5,4,5,5,5,4,5,5,0,0
satisfied,Disloyal Customer,50,Business travel,Business,1761,4,2,4,5,2,3,3,4,4,4,4,3,4,3,35,30
neutral or dissatisfied,Loyal Customer,52,Personal Travel,Eco,782,2,3,2,1,3,3,3,2,3,3,4,3,5,4,0,15
satisfied,Loyal Customer,18,Business travel,Business,4983,3,3,5,1,5,3,5,5,5,5,5,4,5,4,19,33
satisfied,Loyal Customer,13,Personal Travel,Eco,612,5,3,5,1,4,3,3,4,3,4,3,4,3,3,4,0
satisfied,Loyal Customer,22,Personal Travel,Eco,1370,3,2,3,3,1,4,4,4,3,3,4,4,3,3,0,6
satisfied,Loyal Customer,38,Personal Travel,Eco,705,5,2,3,2,4,5,2,3,3,3,3,4,3,2,0,11
satisfied,Loyal Customer,25,Business travel,Eco Plus,1973,4,2,3,4,5,3,5,3,4,4,5,4,4,5,22,9
satisfied,Loyal Customer,44,Business travel,Eco,4983,3,4,4,4,2,4,4,3,3,2,4,2,3,3,51,52
satisfied,Loyal Customer,65,Personal Travel,Business,4500,4,3,3,4,4,5,5,4,5,4,4,4,4,4,0,9
neutral or dissatisfied,Loyal Customer,30,Personal Travel,Eco,155,1,3,3,3,2,5,3,2,3,2,3,4,3,3,6,21
